Date,UEAH1C 1.23 COMB Curncy,UEAH1C 1.2325 COMB Curncy,UEAH1C 1.235 COMB Curncy,UEAH1C 1.24 COMB Curncy,UEAH1C 1.245 COMB Curncy,UEAH1C 1.25 COMB Curncy,UEAH1C 1.255 COMB Curncy,UEAH1C 1.26 COMB Curncy,UEAH1C 1.265 COMB Curncy,UEAH1C 1.27 COMB Curncy,WASH1C 0.69 Curncy,WASH1C 0.7 Curncy,WASH1C 0.71 Curncy,WASH1C 0.72 Curncy,WASH1C 0.73 Curncy,WASH1C 0.74 Curncy,WASH1C 0.75 Curncy,WASH1C 0.76 Curncy,WASH1C 0.77 Curncy,WASH1C 0.78 Curncy,WASH1C 0.79 Curncy,WASH1C 0.8 Curncy,WASH1C 0.81 Curncy,WASH1C 0.82 Curncy,WASH1C 0.83 Curncy,WASH1C 0.84 Curncy,WASH1P 0.69 Curncy,WASH1P 0.7 Curncy,WASH1P 0.71 Curncy,WASH1P 0.72 Curncy,WASH1P 0.73 Curncy,WASH1P 0.74 Curncy,WASH1P 0.75 Curncy,WASH1P 0.76 Curncy,WASH1P 0.77 Curncy,WASH1P 0.78 Curncy,WASH1P 0.79 Curncy,WASH1P 0.8 Curncy,WASH1P 0.81 Curncy,WASH1P 0.82 Curncy
3/23/2020,0.0082,9.12342E-05,0.008960194,0.0073,0.008226152,0.0066,0.000768387,0.0059,0.002238321,0.0054,0.065376595,0.0551,0.0269,0.032972798,0.03437137,0.021585039,0.008188112,0.040240159,0.026820983,0.032865463,0.041917694,0.04395052,0.040499628,0.02019046,0.045434551,0.01859477,0.029559659,0.008168435,0.008837114,0.038660364,0.011323471,0.01053622,0.017116915,0.024520729,0.0426948,0.027509831,0.023020447,0.04077178,0.005068826,0.015410785
3/24/2020,0.0057,5.22182E-06,0.007981053,0.005,0.006515712,0.0045,0.000189691,0.004,0.000513873,0.0036,0.025538021,0.0551,0.027,0.014646661,0.023367383,0.019702257,0.042821817,0.003839315,0.002698217,0.00811414,0.021751152,0.02616387,0.034374733,0.046019733,0.027814997,0.010169511,0.019730078,0.03946118,0.0446212,0.02579415,0.034448997,0.009651846,0.045169832,0.045799425,0.035146042,0.005322031,0.025849349,0.0220799,0.03460306,0.003163982
3/25/2020,0.005,8.86107E-05,0.002707392,0.0044,0.004559729,0.0039,0.002106454,0.0034,0.003218709,0.0031,0.065406972,0.0551,0.0271,0.012902673,0.01294295,0.032626906,0.030691083,0.022399641,0.045811421,0.049966796,0.004734391,0.008447123,0.011941058,0.018837571,0.019197308,0.011700452,0.025502249,0.035583861,0.036560758,0.00712855,0.009816568,0.001332085,0.008681455,0.015875726,0.037250784,0.047981547,0.026383188,0.039960299,0.01923618,0.000423336
3/26/2020,0.0076,0.000810904,0.003715058,0.0067,0.000422046,0.006,0.000155495,0.0054,0.003755667,0.0048,0.049051074,0.0551,0.0272,0.041958353,0.005216786,0.015939507,0.00045451,0.009931008,0.027193639,0.041190924,0.002775853,0.044191131,0.045864214,0.044969227,0.036400404,0.03942076,0.033737724,0.023702913,0.030422114,0.040611565,0.023418805,0.020617472,0.015899269,0.023780634,0.034091223,0.011930095,0.0130995,0.02030789,0.02755768,0.005776848
3/27/2020,0.0094,0.00147253,0.000485727,0.0084,0.007890143,0.0075,0.002628122,0.0068,0.003970891,0.0061,0.072216283,0.0551,0.0273,0.048638714,0.008316462,0.020414093,0.024557158,0.006165442,0.008208918,0.008982639,5.51067E-05,0.023669789,0.025153964,0.024281719,0.021386988,0.001875657,0.007498703,0.029771953,0.01978338,0.038609796,0.012005787,0.037890215,0.026097933,0.016619741,0.004139484,0.022293193,0.02523061,0.025129349,0.04162569,0.039333048
3/30/2020,0.008,0.000400226,0.006355488,0.0072,0.00358478,0.0065,0.001954464,0.0058,0.00015973,0.0053,0.04490979,0.0551,0.0274,0.007065832,0.020086591,0.006127131,0.002792327,0.008259199,0.034882874,0.021052775,0.041061994,0.032941419,0.040427506,0.007743532,0.005592674,0.017917072,0.01858446,0.038021202,0.012048727,0.009161778,0.000621195,0.001086817,0.020730093,0.035157812,0.04684457,0.018763879,0.042525829,0.02472424,0.023730138,0.041366665
3/31/2020,0.0076,0.000418169,0.001076036,0.0068,0.001713711,0.0062,0.002626967,0.0056,0.000959194,0.0051,0.078299671,0.0551,0.0275,0.028906728,0.015962712,0.048219053,0.037774084,0.026358936,0.013419216,0.016710996,0.028078356,0.033180152,0.019444818,0.017598139,0.033556584,0.008320836,0.019470218,0.036257644,0.033162203,0.048454521,0.024954701,0.033837461,0.043084151,0.033846049,0.007981067,0.019900464,0.019285189,0.000519561,0.007071313,0.037952917
4/1/2020,0.0061,0.001289299,0.002064084,0.0054,0.003148114,0.0048,0.0003067,0.0043,0.000695336,0.0038,0.060329869,0.0551,0.0276,0.040617259,0.047257025,0.010944327,0.045274128,0.029185504,0.034010491,0.008731394,0.045529536,0.001595924,0.034335177,0.000230636,0.014625207,0.036892547,0.040129673,0.04021795,0.037591678,0.034751693,0.043608852,0.046900865,0.017725963,0.043269452,0.035858287,0.022353818,0.019262317,0.030533342,0.042414025,0.026952339
4/2/2020,0.0052,0.000973288,0.011599995,0.0047,0.00213365,0.0042,0.001541369,0.0037,0.002116176,0.0034,0.047291189,0.0551,0.0277,0.037479215,0.041046,0.041186172,0.046441804,0.039443244,0.012532667,0.001804856,0.029696823,0.038693816,0.035894231,0.030624304,0.003362513,0.020438834,0.0211134,0.030364675,0.023175293,0.00626522,0.029332888,0.015932796,0.029534469,0.026452181,0.003059783,0.017711847,0.005787419,0.006732234,0.0086239,0.039273709
4/3/2020,0.0048,0.000678843,0.008510249,0.0043,0.000313718,0.0038,0.0009939,0.0034,0.00292445,0.0031,0.068772879,0.0551,0.0278,0.004955897,0.024048049,0.014348884,0.031525366,0.014245506,0.009116504,0.012978272,0.028748496,0.025325536,0.019602794,0.026844513,0.0336979,0.044898079,0.00169394,0.017269967,0.042688275,0.013748845,0.021795178,0.0219402,0.028660433,0.041231772,0.008788391,0.037528232,0.032778522,0.031647285,0.03693688,0.022067833
4/6/2020,0.0047,0.000941078,0.00261804,0.0042,0.0048581,0.0037,0.000378035,0.0033,0.002234998,0.003,0.071313589,0.0551,0.0279,0.018385643,0.044311408,0.014972756,0.009318214,0.041025155,0.048339263,0.03148468,0.043963329,0.024478527,0.01097095,0.039736275,0.035923354,0.046879346,0.0339575,0.049184258,0.014817882,0.044008994,0.015892473,0.010251308,0.037984252,0.003037881,0.022512472,0.005002801,0.045871392,0.014967772,0.04234864,0.022784265
4/7/2020,0.0068,0.001258509,0.006765936,0.0061,0.009059982,0.0054,0.00056154,0.0049,0.000715618,0.0044,0.070619659,0.0551,0.028,0.019052083,0.013460653,0.020181317,0.017740886,0.042585079,0.038663278,0.001384133,0.045577808,0.047094689,0.032457067,0.017094668,0.034248213,0.038571076,0.014031902,0.012031973,0.034304186,0.009892985,0.047538966,0.036883976,0.029213814,0.044947717,0.046678649,0.00210991,0.042580356,0.028182057,0.020114483,0.049897118
4/8/2020,0.0045,0.001095474,0.003631137,0.004,0.004775423,0.0035,0.000940501,0.0031,0.000624785,0.0028,0.02964743,0.0551,0.0281,0.029867893,0.025654962,0.009838445,0.048393303,0.042931351,0.026896964,0.011416064,0.012073999,0.031100293,0.002338869,0.04074697,0.018822474,0.041042287,0.042358895,0.007126384,0.049162609,0.017740706,0.021325602,0.043595968,0.031052348,0.037164484,0.010288339,0.027168218,0.045897915,0.043515986,0.020050219,0.031203371
4/9/2020,0.0045,0.001389652,0.010953489,0.004,0.003956881,0.0035,0.000632586,0.0031,4.85639E-05,0.0027,0.057019553,0.0551,0.0282,0.006543833,0.013608212,0.022441405,0.031503637,0.003813955,0.007170398,0.01120916,0.021895359,0.044876304,0.03656872,0.000879852,0.026914938,0.03346174,0.037152604,0.031070857,0.021099737,0.030061643,0.02127444,0.020986495,0.011022496,0.025404505,0.01138036,0.039518041,0.016423319,0.029893698,0.046050057,0.016588695
4/10/2020,0.0045,0.000318639,0.004369998,0.004,0.003335756,0.0035,0.000836687,0.0031,0.001641091,0.0027,0.026459437,0.0551,0.0283,0.046670314,0.001471379,0.010370905,0.011850013,0.047815301,0.029587065,0.030360462,0.028208539,0.017088705,0.007013781,0.006375729,0.001129431,0.028058569,0.048918653,0.017690133,0.04835673,0.014807552,0.006461589,0.003019975,0.004834169,0.019534713,0.049728834,0.027873682,0.030649476,0.027751959,0.005203434,0.023684543
4/13/2020,0.0043,0.001048259,0.007817787,0.0038,0.000955796,0.0033,0.000189275,0.003,0.002355761,0.0026,0.076177102,0.0551,0.0284,0.006866154,0.040416499,0.031860892,0.04682387,0.045500335,0.033647889,0.029690522,0.047289261,0.026143403,0.005664047,0.045722127,0.021537396,0.000560898,0.000645572,0.024569405,0.041794863,0.017595345,0.032492367,0.003517613,0.032045414,0.044318322,0.040405399,0.000998688,0.021455456,0.007330566,0.00772699,0.004231813
4/14/2020,0.0048,0.000754914,0.008364919,0.0042,0.003811567,0.0037,0.00248616,0.0032,0.000339308,0.0029,0.026481745,0.0551,0.0285,0.013243606,0.002528655,0.02462088,0.042495477,0.01322419,0.021934955,0.048189492,0.049549198,0.011467436,0.035785788,0.013522573,0.043350126,0.035669775,0.032591508,0.00013088,0.03087215,0.013117989,0.022849294,0.008534983,0.006604263,0.020283353,0.006925631,0.022634534,0.030299856,0.034405741,0.041428378,0.002902929
4/15/2020,0.0041,0.001155913,0.011809288,0.0036,0.006493116,0.0031,0.001940457,0.0028,0.003199822,0.0025,0.016705401,0.0551,0.0286,0.034773847,0.028937486,0.025927104,0.042612407,0.04827028,0.009779601,0.020788081,0.00108369,0.035403838,0.000547738,0.004490228,0.035657378,0.011849073,0.048708643,0.004667463,0.017081373,0.043852559,0.028277371,0.01760659,0.043651407,0.003679789,0.031171744,0.048263882,0.034970239,0.019382739,0.007379123,0.009622902
4/16/2020,0.0043,0.001224744,0.009446773,0.0038,0.00206627,0.0034,0.001650501,0.003,0.001178178,0.0027,0.018580842,0.0551,0.0287,0.038633754,0.026495861,0.032318135,0.047903528,0.015996728,0.010769161,0.008168714,0.021189429,0.001808161,0.000201845,0.005059179,0.047498555,0.001466051,0.027099377,0.019964239,0.021981611,0.011575789,0.009113552,0.007245082,0.018753295,0.012456203,0.001987322,0.000435233,0.044430378,0.04866004,0.031133165,0.025711655
4/17/2020,0.004,1.81453E-05,0.000123828,0.0035,0.003395895,0.0031,0.000854161,0.0028,0.001959635,0.0025,0.052994797,0.0551,0.0288,0.046804386,0.031249645,0.017699524,0.025412761,0.043915118,0.042267237,0.047199609,0.043779056,0.043323791,0.011624454,0.036708583,0.00908245,0.013671261,0.01119631,0.039462985,0.045349959,0.028737528,0.042052598,0.009082844,0.009543784,0.043482088,0.042596439,0.00820928,0.024250783,0.033256579,0.026937498,0.041696732
4/20/2020,0.0039,0.000659021,0.007897083,0.0034,0.002065707,0.003,0.00157996,0.0026,0.000644199,0.0023,0.025242963,0.0551,0.0289,0.011548245,0.016734721,0.003218066,0.028918391,0.028305294,0.048068376,0.010178574,0.024142786,0.021372516,0.004619351,0.023524015,0.042600077,0.018554445,0.014008175,0.008097451,0.037417808,0.034571664,0.044792947,0.02398585,0.039269776,0.039188261,0.012887214,0.035362037,0.019728794,0.025314607,0.026041064,0.048842516
4/21/2020,0.004,0.001207099,0.006333149,0.0035,0.008890921,0.0031,0.000607763,0.0027,0.001986356,0.0024,0.014678503,0.0551,0.029,0.016625121,0.011939463,0.018247834,0.032378644,0.038333492,0.028307684,0.028758048,0.002204397,0.021429473,0.014679849,0.03166661,0.032913601,0.027854411,0.020744549,0.036598619,0.049153133,0.037989295,0.006813052,0.005060969,0.009343159,0.031171527,0.011814928,0.010643327,0.016344807,0.002496606,0.034757774,0.045818404
4/22/2020,0.0036,0.000178177,0.008188633,0.0032,0.007647341,0.0028,0.001270677,0.0025,0.002105044,0.0022,0.000788204,0.0551,0.0291,0.039947697,0.046736667,0.043566364,0.009773268,0.042927833,0.014054602,0.013491527,0.024629286,0.033084942,0.01805341,0.037975434,0.038164792,0.028351885,0.004974698,0.034227877,0.007324677,0.011572992,0.013736997,0.007123226,0.019633857,0.029038416,0.006376517,0.02365868,0.017006374,0.007419602,0.014769208,0.008489028
4/23/2020,0.0033,0.000638915,0.011192631,0.0029,0.005409441,0.0026,0.000495495,0.0023,0.003272997,0.002,0.003521992,0.0551,0.0292,0.044155539,0.022011206,0.00488046,0.044298783,0.018583201,0.015740489,0.026669115,0.017463552,0.011495145,0.007816783,0.038988375,0.019285444,0.024412566,0.007219095,0.011783309,0.040562574,0.04492609,0.036997858,0.006740328,0.045214876,0.028327881,0.000607968,0.009929228,0.007406948,0.025335636,0.001818665,0.048252164
4/24/2020,0.0034,0.000481487,0.008553238,0.003,0.006119499,0.0026,0.001462973,0.0023,0.001524069,0.0021,0.005854975,0.0551,0.0293,0.04015866,0.016256541,0.017200193,0.028695054,0.035502307,0.033740016,0.005701778,0.049644566,0.001631802,0.018839517,0.031337563,0.033233968,0.002684338,0.032538723,0.04338652,0.024664906,0.03160177,0.038530433,0.00278143,0.024681914,0.036455485,0.005130836,0.038941725,0.008909256,0.03100212,0.004709978,0.036295757
4/27/2020,0.0034,0.000249628,0.00123079,0.0029,0.004724721,0.0025,0.002995741,0.0022,0.000966381,0.002,0.02464345,0.0551,0.0294,0.002371879,0.043308531,0.016362846,0.026285077,0.038677774,0.023574314,0.034001256,0.003871495,0.03067601,0.008127092,0.040430008,0.046454558,0.017536304,0.007508932,0.005137121,0.04280446,0.023488958,0.040940078,0.04853469,0.019312878,0.009177527,0.04257434,0.012924058,0.016261513,0.045989398,0.008529896,0.0441514
4/28/2020,0.0028,0.000494714,0.000979441,0.0024,0.003351314,0.0021,0.000788231,0.0019,0.001992631,0.0016,0.017856476,0.0551,0.0295,0.008201876,0.038181838,0.044302579,0.027678638,0.039078454,0.02713948,0.001938998,0.036951112,0.019465321,0.028684287,0.044484388,0.008389935,0.011685499,0.003059817,0.023444558,0.033466106,0.038007707,0.017402205,0.040507303,0.014776559,0.04706853,0.046529601,0.031401276,0.039283568,0.017797681,0.000363602,0.006870833
4/29/2020,0.0023,0.000921184,0.010857768,0.002,0.001307074,0.0017,0.001897096,0.0015,0.001130979,0.0014,0.030444413,0.0551,0.0296,0.031371684,0.001943849,0.006015281,0.006097162,0.007472281,0.005258045,0.022274942,0.029077757,0.004603202,0.040925579,0.028606256,0.020855104,0.043881797,0.021084998,0.037117541,0.038568938,0.021268178,0.028922721,0.030499064,0.034462828,0.028446375,0.029658894,0.041134389,0.005164347,0.025803814,0.003489014,0.047859726
4/30/2020,0.0022,1.92479E-05,0.007700935,0.0019,0.009152038,0.0016,0.000536779,0.0014,0.002877479,0.0012,0.01748464,0.0551,0.0297,0.026135825,0.025845435,0.031808661,0.001888536,0.018760586,0.028867541,0.000143686,0.005956375,0.026234524,0.00200133,0.022521009,0.027116056,0.014473297,0.018699987,0.03061679,0.005856547,0.043450126,0.036588195,0.049583541,0.010111912,0.040228877,0.016155377,0.022942223,0.043846358,0.008128322,0.044409209,0.033772282
5/1/2020,0.0031,0.000987015,0.004421425,0.0026,0.004663842,0.0023,0.000692954,0.002,0.001769587,0.0017,0.057075462,0.0551,0.0298,0.023271566,0.016356829,0.040019421,0.035896361,0.0016815,0.010342105,0.02272946,0.03754524,0.034800046,0.032415705,0.043131818,0.008564559,0.015315296,0.014136005,0.049228547,0.046967967,0.016779834,0.046408868,0.012726833,0.019802686,0.044379445,0.048727789,0.017681518,0.00605056,0.025159001,0.041470328,0.041956581
5/4/2020,0.0028,2.12461E-05,0.004758909,0.0024,0.001850659,0.0021,0.00162407,0.0018,0.001523255,0.0016,0.0757991,0.0551,0.0299,0.016607913,0.047296359,0.01310582,0.032383996,0.028682857,0.034516108,0.027186512,0.024938985,0.044179005,0.009581342,0.043018725,0.039984793,0.008610084,0.012125849,0.030595481,0.042070159,0.034600431,0.025349719,0.049316041,0.032251846,0.045666227,0.045465277,0.031010383,0.041997359,0.002274543,0.045721312,0.033749231
5/5/2020,0.0021,0.001212263,0.005305593,0.0019,0.006522578,0.0016,0.001109417,0.0014,0.003019098,0.0013,0.015408658,0.0551,0.03,0.005799538,0.003785314,0.022337072,0.028313372,0.042070598,0.001183407,0.011650241,0.024572602,0.026856246,0.011223208,0.002508076,0.000533379,0.029749327,0.032092271,0.004710933,0.007926729,0.049390321,0.029304307,0.047777379,0.008725073,0.03420187,0.047153446,0.045826421,0.040744045,0.025747978,0.03066371,0.036109874
5/6/2020,0.0017,0.000653006,0.006607567,0.0014,0.002785174,0.0012,0.001495638,0.0011,0.002546454,0.0009,0.009298398,0.0551,0.0301,0.001501853,0.004268826,0.047750298,0.006128366,0.020708224,0.033742187,0.041717751,0.030492668,0.001368358,0.021341934,0.030287425,0.029419731,0.048273903,0.005289152,0.02323499,0.009794136,0.018067138,0.032146761,0.001942338,0.039070344,0.002883763,0.031540196,0.012296623,0.004414398,0.044299839,0.000606941,0.038874102
5/7/2020,0.0019,0.000758389,0.006163863,0.0016,0.007942182,0.0014,0.002254539,0.0012,0.001214032,0.001,0.017996071,0.0551,0.0302,0.002339962,0.0089545,0.011476199,0.017024036,0.017104645,0.024951656,0.027088897,0.028029929,0.005826404,0.025504871,0.01295,0.049580973,0.024267688,0.010419875,0.009585249,0.04484586,0.02088313,0.035358604,0.005615209,0.041332338,0.04219581,0.037778446,0.021180501,0.002440712,0.047037236,0.005702277,0.013143499
5/8/2020,0.0018,0.000421903,0.007353131,0.0015,0.005181935,0.0013,0.000534125,0.0011,0.001818606,0.001,0.057475476,0.0551,0.0303,0.022073845,0.005047943,0.042648009,0.035602688,0.01889094,0.026257435,0.042404846,0.036166934,0.000791046,0.044753748,0.001796014,0.011705026,0.030994143,0.01601357,0.035902247,0.033206545,0.00278065,0.021347405,0.045753603,0.049961669,0.012878426,0.014530499,0.034332971,0.002631789,0.031448459,0.033101629,0.023228702
5/11/2020,0.0017,0.000183476,0.007028446,0.0014,0.001036969,0.0012,0.00288012,0.0011,2.31558E-05,0.0009,0.023461219,0.0551,0.0304,0.021995958,0.016240571,0.02248185,0.038272579,0.016830713,0.039686636,0.005822034,0.019612496,0.008055023,0.03784891,0.019770923,0.040377833,0.020152315,0.035726918,0.036449668,0.03241327,0.007066399,0.001977153,0.03289783,0.011979379,0.026590413,0.004629706,0.016886454,0.026048862,0.045216579,0.001714448,0.043415712
5/12/2020,0.0018,0.001076946,0.004131986,0.0015,0.000217194,0.0013,0.002029079,0.0011,0.003220453,0.0009,0.020382583,0.0551,0.0305,0.013660491,0.04675165,0.043064691,0.042637551,0.008841316,0.0272993,0.001567079,0.019304117,0.039176175,0.032366266,0.011724621,0.018635436,0.0267196,0.009279636,0.037902874,0.047762672,0.037524837,0.005047892,0.042277687,0.014677524,0.011265357,0.016400822,0.009885317,0.023841878,0.017747182,0.013120606,0.015682446
5/13/2020,0.0015,0.000342713,0.007784897,0.0013,0.004126997,0.0011,0.000413931,0.0009,0.003200764,0.0008,0.047061948,0.0551,0.0306,0.011175762,0.043495336,0.043107229,0.007323485,0.024168828,0.045268007,0.00502734,0.005745661,0.029705775,0.003396823,0.019576884,0.047466368,0.043079442,0.022376756,0.013196864,0.00661506,0.00295257,0.032269491,0.029143141,0.041114984,0.018777875,0.024770175,0.039591441,0.026518009,0.00493884,0.009532734,0.022114868
5/14/2020,0.0014,0.000986765,0.001404542,0.0012,0.00740221,0.0011,0.001226847,0.0009,0.002843283,0.0008,0.017160132,0.0551,0.0307,0.023857817,0.018474475,0.021664832,0.024900295,0.006075917,0.033902716,0.037083559,0.033233543,0.019917549,0.02462108,0.031201845,0.048225877,0.033268129,0.046947199,0.030357508,0.032678913,0.039439914,0.034820436,0.000622957,0.012661363,0.04844399,0.023498064,0.008139457,0.011746117,0.011152842,0.009242203,0.014940595
5/15/2020,0.0016,0.001372072,0.012256015,0.0013,0.003220047,0.0011,0.001565256,0.001,0.002513174,0.0008,0.008464587,0.0551,0.0308,0.045868043,0.022208047,0.008068048,0.043689431,0.020523352,0.036796362,0.008387283,0.024955661,0.04093324,0.045264277,0.048368269,0.045300152,0.049028664,0.024706752,0.045775181,0.013011918,0.001067798,0.046595364,0.040085407,0.029942796,0.02250357,0.035683347,0.014624893,0.025176621,0.016609901,0.007055765,0.003402321
5/18/2020,0.0018,0.000828081,0.000816983,0.0015,0.006672187,0.0013,0.000865701,0.0011,0.003017709,0.0009,0.073704923,0.0551,0.0309,0.016083125,0.030346882,0.009211555,0.046191295,0.005872259,0.038237543,0.016301468,0.047122913,0.028278011,0.043120169,0.018666862,0.035002595,0.036091331,0.012997237,0.008475298,0.024402119,0.037122132,0.014857378,0.015727006,0.04725591,0.001367994,0.042256026,0.003479357,0.001038625,0.043947126,0.035218744,0.001884097
5/19/2020,0.002,0.000541074,0.001454373,0.0017,0.003790637,0.0014,0.001431548,0.0012,0.000840447,0.001,0.018444872,0.0551,0.031,0.034186018,0.036924777,0.046313673,0.019006477,0.021090247,0.028276802,0.009128411,0.038826477,0.010347598,0.004503873,0.048471665,0.030703555,0.006601609,0.018663096,0.036005176,0.030956098,0.041491874,0.034901099,0.013620624,0.024672638,0.000280546,0.046601226,0.025020116,0.043998587,0.049322027,0.024914421,0.02486849
5/20/2020,0.0023,0.000824879,0.011105478,0.0019,0.002822598,0.0016,0.001165583,0.0014,0.003178363,0.0012,0.031273856,0.0551,0.0311,0.024085046,0.037796318,0.011508384,0.016623092,0.044069394,0.030055334,0.04096388,0.00348768,0.035103824,0.028188109,0.034773467,0.027912666,0.021820594,0.002442494,0.03893607,0.046759995,0.035532043,0.002562848,0.025118191,0.024699958,0.018673631,0.013678709,0.041705409,0.018772659,0.03000549,0.015136745,0.037950645
